"房间号","诊室","日期","月","日","星期","专科","医生","放号数","预约数","总接诊数","线上空号数","线下加号数"
"6","诊室6","2026-01-25 00:00:00","1","25","星期日","内科","邝怡","27","26","27","1","1"
"7","诊室7","2026-01-25 00:00:00","1","25","星期日","内科","田一男","27","24","33","3","9"
"8","诊室8","2026-01-25 00:00:00","1","25","星期日","心脏科","肖园","27","25","29","2","4"
"9","诊室9","2026-01-25 00:00:00","1","25","星期日","肿瘤科","李祎宇","27","24","60","3","36"
"1","诊室1","2026-01-26 00:00:00","1","26","星期一","外科","李艺","18","16","19","2","3"
"10","诊室10","2026-01-26 00:00:00","1","26","星期一","中兽医专科","庞海东","18","16","47","2","31"
"11","诊室11","2026-01-26 00:00:00","1","26","星期一","中兽医专科","丛心宇","18","15","14","3","-1"
"2","诊室2","2026-01-26 00:00:00","1","26","星期一","外科","汪艺玮","27","23","24","4","1"
"201","诊室12","2026-01-26 00:00:00","1","26","星期一","外科","张晗","18","17","17","1","0"
"206","诊室13","2026-01-26 00:00:00","1","26","星期一","异宠专科","马文","8","8","10","0","2"
"207","诊室14","2026-01-26 00:00:00","1","26","星期一","内科","王丽丽","18","17","20","1","3"
"208","诊室15","2026-01-26 00:00:00","1","26","星期一","皮肤科","胡燕丽","27","26","35","1","9"
"209","诊室16","2026-01-26 00:00:00","1","26","星期一","内科","于咏兰","18","13","15","5","2"
"210","诊室17","2026-01-26 00:00:00","1","26","星期一","预防医学","张姝婧","40","15","14","25","-1"
"211","诊室18","2026-01-26 00:00:00","1","26","星期一","内科","孙艳争","18","18","18","0","0"
"3","诊室3","2026-01-26 00:00:00","1","26","星期一","外科","薛琴","18","18","19","0","1"
"4","诊室4","2026-01-26 00:00:00","1","26","星期一","外科","李慧","27","26","25","1","-1"
"5","诊室5","2026-01-26 00:00:00","1","26","星期一","神经科","高健","18","15","20","3","5"
"6","诊室6","2026-01-26 00:00:00","1","26","星期一","内科","黄薇","27","24","33","3","9"
"7","诊室7","2026-01-26 00:00:00","1","26","星期一","内科","刘小萍","18","11","31","7","20"
"8","诊室8","2026-01-26 00:00:00","1","26","星期一","内科","吴璇","18","11","19","7","8"
"9","诊室9","2026-01-26 00:00:00","1","26","星期一","肿瘤科","彭雨佳","18","17","31","1","14"
"1","诊室1","2026-01-27 00:00:00","1","27","星期二","外科","郝逸冰","27","21","19","6","-2"
"10","诊室10","2026-01-27 00:00:00","1","27","星期二","中兽医专科","庞海东","18","15","42","3","27"
"11","诊室11","2026-01-27 00:00:00","1","27","星期二","中兽医专科","林如莹","21","17","22","4","5"
"2","诊室2","2026-01-27 00:00:00","1","27","星期二","外科","石昊","18","12","12","6","0"
"201","诊室12","2026-01-27 00:00:00","1","27","星期二","眼科","李晶","18","16","25","2","9"
"207","诊室14","2026-01-27 00:00:00","1","27","星期二","内科","张馨月","12","9","11","3","2"
"208","诊室15","2026-01-27 00:00:00","1","27","星期二","皮肤科","李娜","6","5","6","1","1"
"208","诊室15","2026-01-27 00:00:00","1","27","星期二","皮肤科","张迪","19","18","18","1","0"
"209","诊室16","2026-01-27 00:00:00","1","27","星期二","内科","孙艳争","18","18","18","0","0"
"210","诊室17","2026-01-27 00:00:00","1","27","星期二","预防医学","黎倩岚","40","18","20","22","2"
"3","诊室3","2026-01-27 00:00:00","1","27","星期二","外科","薛琴","18","16","15","2","-1"
"4","诊室4","2026-01-27 00:00:00","1","27","星期二","骨科","孙晓磊","27","24","31","3","7"
"5","诊室5","2026-01-27 00:00:00","1","27","星期二","神经科","阮丽","16","14","14","2","0"
"6","诊室6","2026-01-27 00:00:00","1","27","星期二","内科","王璐","27","23","26","4","3"
"7","诊室7","2026-01-27 00:00:00","1","27","星期二","内科","陈艳云","18","16","26","2","10"
"8","诊室8","2026-01-27 00:00:00","1","27","星期二","内科","陆梓杰","18","17","26","1","9"
"9","诊室9","2026-01-27 00:00:00","1","27","星期二","肿瘤科","彭雨佳","27","26","35","1","9"
"1","诊室1","2026-01-28 00:00:00","1","28","星期三","外科","季玲西","27","26","20","1","-6"
"10","诊室10","2026-01-28 00:00:00","1","28","星期三","中兽医专科","庞海东","18","12","47","6","35"
"11","诊室11","2026-01-28 00:00:00","1","28","星期三","中兽医专科","向雅頔","18","15","17","3","2"
"2","诊室2","2026-01-28 00:00:00","1","28","星期三","外科","李晶","27","27","32","0","5"
"201","诊室12","2026-01-28 00:00:00","1","28","星期三","口腔科","朱军","18","18","23","0","5"
"206","诊室13","2026-01-28 00:00:00","1","28","星期三","外科","刘玥","18","16","17","2","1"
"207","诊室14","2026-01-28 00:00:00","1","28","星期三","内科","王丽丽","18","16","15","2","-1"
"208","诊室15","2026-01-28 00:00:00","1","28","星期三","皮肤科","何思婧","27","26","30","1","4"
"209","诊室16","2026-01-28 00:00:00","1","28","星期三","内科","刘小萍","18","16","27","2","11"
"210","诊室17","2026-01-28 00:00:00","1","28","星期三","预防医学","雷舒婷","40","12","10","28","-2"
"211","诊室18","2026-01-28 00:00:00","1","28","星期三","内科","陈艳云","18","16","17","2","1"
"3","诊室3","2026-01-28 00:00:00","1","28","星期三","外科","薛琴","18","16","16","2","0"
"4","诊室4","2026-01-28 00:00:00","1","28","星期三","骨科","石磊","18","18","31","0","13"
"5","诊室5","2026-01-28 00:00:00","1","28","星期三","神经科","高健","18","18","20","0","2"
"6","诊室6","2026-01-28 00:00:00","1","28","星期三","内科","张琼","27","21","23","6","2"
"7","诊室7","2026-01-28 00:00:00","1","28","星期三","内科","陆梓杰","18","15","19","3","4"
"8","诊室8","2026-01-28 00:00:00","1","28","星期三","内科","刘蕾","27","25","28","2","3"
"9","诊室9","2026-01-28 00:00:00","1","28","星期三","肿瘤科","李祎宇","18","17","22","1","5"
"1","诊室1","2026-01-29 00:00:00","1","29","星期四","外科","胡瑭琦","18","18","22","0","4"
"10","诊室10","2026-01-29 00:00:00","1","29","星期四","内科","丛心宇","18","15","17","3","2"
"11","诊室11","2026-01-29 00:00:00","1","29","星期四","中兽医专科","钟沅","20","17","20","3","3"
"2","诊室2","2026-01-29 00:00:00","1","29","星期四","外科","郑栋强","27","27","28","0","1"
"201","诊室12","2026-01-29 00:00:00","1","29","星期四","眼科","庞茉","18","16","19","2","3"
"206","诊室13","2026-01-29 00:00:00","1","29","星期四","外科","吕迪","18","17","14","1","-3"
"207","诊室14","2026-01-29 00:00:00","1","29","星期四","猫科","杨文娟","18","16","14","2","-2"
"208","诊室15","2026-01-29 00:00:00","1","29","星期四","皮肤科","胡燕丽","27","26","34","1","8"
"210","诊室17","2026-01-29 00:00:00","1","29","星期四","预防医学","胡宜","40","12","12","28","0"
"211","诊室18","2026-01-29 00:00:00","1","29","星期四","肿瘤科","董军","18","17","20","1","3"
"3","诊室3","2026-01-29 00:00:00","1","29","星期四","外科","成安慰","18","14","17","4","3"
"4","诊室4","2026-01-29 00:00:00","1","29","星期四","骨科","孙晓磊","26","22","27","4","5"
"5","诊室5","2026-01-29 00:00:00","1","29","星期四","神经科","张志轩","18","14","16","4","2"
"6","诊室6","2026-01-29 00:00:00","1","29","星期四","内科","黄薇","27","24","30","3","6"
"7","诊室7","2026-01-29 00:00:00","1","29","星期四","内科","刘小萍","18","14","27","4","13"
"8","诊室8","2026-01-29 00:00:00","1","29","星期四","内科","肖园","18","17","21","1","4"
"9","诊室9","2026-01-29 00:00:00","1","29","星期四","肿瘤科","李祎宇","27","25","35","2","10"
"1","诊室1","2026-01-30 00:00:00","1","30","星期五","外科","季玲西","18","16","14","2","-2"
"10","诊室10","2026-01-30 00:00:00","1","30","星期五","中兽医专科","向雅頔","18","16","16","2","0"
"11","诊室11","2026-01-30 00:00:00","1","30","星期五","中兽医专科","林如莹","21","19","20","2","1"
"2","诊室2","2026-01-30 00:00:00","1","30","星期五","外科","钟友刚","18","15","15","3","0"
"201","诊室12","2026-01-30 00:00:00","1","30","星期五","外科","李艺","27","25","24","2","-1"
"206","诊室13","2026-01-30 00:00:00","1","30","星期五","内科","林婧","12","10","9","2","-1"
"207","诊室14","2026-01-30 00:00:00","1","30","星期五","猫科","陈艳云","18","17","25","1","8"
"208","诊室15","2026-01-30 00:00:00","1","30","星期五","皮肤科","林嘉宝","27","25","29","2","4"
"209","诊室16","2026-01-30 00:00:00","1","30","星期五","内科","孙艳争","18","15","13","3","-2"
"210","诊室17","2026-01-30 00:00:00","1","30","星期五","预防医学","付钶钇","40","16","14","24","-2"
"211","诊室18","2026-01-30 00:00:00","1","30","星期五","内科","俞峰","20","19","21","1","2"
"3","诊室3","2026-01-30 00:00:00","1","30","星期五","外科","李慧","18","17","18","1","1"
"4","诊室4","2026-01-30 00:00:00","1","30","星期五","骨科","关珊","27","23","26","4","3"
"5","诊室5","2026-01-30 00:00:00","1","30","星期五","神经科","周雪影","18","13","12","5","-1"
"6","诊室6","2026-01-30 00:00:00","1","30","星期五","内科","张琼","27","23","31","4","8"
"7","诊室7","2026-01-30 00:00:00","1","30","星期五","内科","张海霞","18","13","15","5","2"
"8","诊室8","2026-01-30 00:00:00","1","30","星期五","内科","蒋玉洁","27","25","34","2","9"
"9","诊室9","2026-01-30 00:00:00","1","30","星期五","肿瘤科","董军","18","17","21","1","4"
"1","诊室1","2026-01-31 00:00:00","1","31","星期六","外科","吕迪","27","26","25","1","-1"
"10","诊室10","2026-01-31 00:00:00","1","31","星期六","内科","杨文娟","27","22","24","5","2"
"11","诊室11","2026-01-31 00:00:00","1","31","星期六","中兽医专科","庞海东","27","25","85","2","60"
"2","诊室2","2026-01-31 00:00:00","1","31","星期六","外科","郝逸冰","27","25","28","2","3"
"201","诊室12","2026-01-31 00:00:00","1","31","星期六","眼科","刘玥","27","24","32","3","8"
"207","诊室14","2026-01-31 00:00:00","1","31","星期六","猫科","黄薇","27","21","34","6","13"
"208","诊室15","2026-01-31 00:00:00","1","31","星期六","皮肤科","李娜","6","6","9","0","3"
"208","诊室15","2026-01-31 00:00:00","1","31","星期六","皮肤科","张迪","19","18","28","1","10"
"209","诊室16","2026-01-31 00:00:00","1","31","星期六","内科","俞峰","29","22","26","7","4"
"210","诊室17","2026-01-31 00:00:00","1","31","星期六","预防医学","张旭銮","40","20","20","20","0"
"211","诊室18","2026-01-31 00:00:00","1","31","星期六","预防医学","龚炯舟","32","9","7","23","-2"
"3","诊室3","2026-01-31 00:00:00","1","31","星期六","外科","薛琴","18","17","20","1","3"
"4","诊室4","2026-01-31 00:00:00","1","31","星期六","外科","胡瑭琦","27","26","35","1","9"
"5","诊室5","2026-01-31 00:00:00","1","31","星期六","神经科","周雪影","27","25","26","2","1"
"6","诊室6","2026-01-31 00:00:00","1","31","星期六","内科","王璐","27","22","27","5","5"
"7","诊室7","2026-01-31 00:00:00","1","31","星期六","内科","王思莹","27","25","34","2","9"
"8","诊室8","2026-01-31 00:00:00","1","31","星期六","心脏科","陆梓杰","27","25","34","2","9"
"9","诊室9","2026-01-31 00:00:00","1","31","星期六","肿瘤科","董军","27","27","36","0","9"
"1","诊室1","2026-02-01 00:00:00","2","1","星期日","外科","张晗","27","26","22","1","-4"
"10","诊室10","2026-02-01 00:00:00","2","1","星期日","内科","张海霞","27","23","24","4","1"
"11","诊室11","2026-02-01 00:00:00","2","1","星期日","中兽医专科","胡宇声","40","35","63","5","28"
"2","诊室2","2026-02-01 00:00:00","2","1","星期日","外科","石昊","27","26","29","1","3"
"201","诊室12","2026-02-01 00:00:00","2","1","星期日","口腔科","郑栋强","27","25","27","2","2"
"207","诊室14","2026-02-01 00:00:00","2","1","星期日","猫科","张琼","27","24","28","3","4"
"208","诊室15","2026-02-01 00:00:00","2","1","星期日","皮肤科","刘钢","27","25","25","2","0"
"209","诊室16","2026-02-01 00:00:00","2","1","星期日","内科","王帅玉","27","27","23","0","-4"
"210","诊室17","2026-02-01 00:00:00","2","1","星期日","预防医学","杨夷鸿","40","34","32","6","-2"
"211","诊室18","2026-02-01 00:00:00","2","1","星期日","预防医学","林翔宇","32","18","16","14","-2"
"3","诊室3","2026-02-01 00:00:00","2","1","星期日","外科","庞茉","27","26","34","1","8"
"4","诊室4","2026-02-01 00:00:00","2","1","星期日","骨科","关珊","27","26","32","1","6"
"5","诊室5","2026-02-01 00:00:00","2","1","星期日","神经科","阮丽","25","21","23","4","2"
"6","诊室6","2026-02-01 00:00:00","2","1","星期日","内科","邝怡","27","21","28","6","7"
"7","诊室7","2026-02-01 00:00:00","2","1","星期日","内科","田一男","27","21","29","6","8"
"8","诊室8","2026-02-01 00:00:00","2","1","星期日","心脏科","肖园","27","25","34","2","9"
"9","诊室9","2026-02-01 00:00:00","2","1","星期日","肿瘤科","李格宾","27","24","72","3","48"
"1","诊室1","2026-02-02 00:00:00","2","2","星期一","外科","李艺","27","25","26","2","1"
"10","诊室10","2026-02-02 00:00:00","2","2","星期一","中兽医专科","庞海东","18","16","43","2","27"
"11","诊室11","2026-02-02 00:00:00","2","2","星期一","中兽医专科","丛心宇","18","14","16","4","2"
"2","诊室2","2026-02-02 00:00:00","2","2","星期一","外科","李慧","27","26","23","1","-3"
"201","诊室12","2026-02-02 00:00:00","2","2","星期一","外科","张晗","18","8","8","10","0"
"206","诊室13","2026-02-02 00:00:00","2","2","星期一","异宠专科","马文","8","8","8","0","0"
"207","诊室14","2026-02-02 00:00:00","2","2","星期一","内科","王丽丽","18","14","18","4","4"
"208","诊室15","2026-02-02 00:00:00","2","2","星期一","皮肤科","胡燕丽","27","23","16","4","-7"
"209","诊室16","2026-02-02 00:00:00","2","2","星期一","内科","孙艳争","18","15","15","3","0"
"210","诊室17","2026-02-02 00:00:00","2","2","星期一","预防医学","胡宜","40","18","15","22","-3"
"211","诊室18","2026-02-02 00:00:00","2","2","星期一","内科","刘小萍","18","14","34","4","20"
"3","诊室3","2026-02-02 00:00:00","2","2","星期一","外科","薛琴","18","16","16","2","0"
"4","诊室4","2026-02-02 00:00:00","2","2","星期一","骨科","关珊","18","16","20","2","4"
"5","诊室5","2026-02-02 00:00:00","2","2","星期一","神经科","高健","18","16","21","2","5"
"6","诊室6","2026-02-02 00:00:00","2","2","星期一","内科","黄薇","27","23","28","4","5"
"7","诊室7","2026-02-02 00:00:00","2","2","星期一","内科","张馨月","27","24","24","3","0"
"8","诊室8","2026-02-02 00:00:00","2","2","星期一","心脏科","刘波","18","14","18","4","4"
"9","诊室9","2026-02-02 00:00:00","2","2","星期一","肿瘤科","彭雨佳","18","17","25","1","8"
"1","诊室1","2026-02-03 00:00:00","2","3","星期二","外科","吕迪","18","15","18","3","3"
"10","诊室10","2026-02-03 00:00:00","2","3","星期二","中兽医专科","庞海东","18","14","46","4","32"
"11","诊室11","2026-02-03 00:00:00","2","3","星期二","中兽医专科","丛心宇","18","15","15","3","0"
"2","诊室2","2026-02-03 00:00:00","2","3","星期二","外科","郝逸冰","27","25","26","2","1"
"201","诊室12","2026-02-03 00:00:00","2","3","星期二","眼科","庞茉","27","26","31","1","5"
"206","诊室13","2026-02-03 00:00:00","2","3","星期二","内科","俞峰","20","18","21","2","3"
"207","诊室14","2026-02-03 00:00:00","2","3","星期二","内科","陈艳云","18","16","21","2","5"
"208","诊室15","2026-02-03 00:00:00","2","3","星期二","皮肤科","李娜","6","4","4","2","0"
"208","诊室15","2026-02-03 00:00:00","2","3","星期二","皮肤科","林嘉宝","18","17","21","1","4"
"209","诊室16","2026-02-03 00:00:00","2","3","星期二","内科","孙艳争","18","18","19","0","1"
"210","诊室17","2026-02-03 00:00:00","2","3","星期二","预防医学","梁雾滢","40","16","14","24","-2"
"3","诊室3","2026-02-03 00:00:00","2","3","星期二","外科","薛琴","18","17","17","1","0"
"4","诊室4","2026-02-03 00:00:00","2","3","星期二","外科","孙晓磊","18","14","22","4","8"
"5","诊室5","2026-02-03 00:00:00","2","3","星期二","神经科","阮丽","16","14","14","2","0"
"6","诊室6","2026-02-03 00:00:00","2","3","星期二","内科","张琼","27","23","29","4","6"
"7","诊室7","2026-02-03 00:00:00","2","3","星期二","内科","刘波","18","15","12","3","-3"
"8","诊室8","2026-02-03 00:00:00","2","3","星期二","内科","陆梓杰","18","13","21","5","8"
"9","诊室9","2026-02-03 00:00:00","2","3","星期二","肿瘤科","彭雨佳","27","23","32","4","9"
"1","诊室1","2026-02-04 00:00:00","2","4","星期三","外科","季玲西","27","21","17","6","-4"
"10","诊室10","2026-02-04 00:00:00","2","4","星期三","中兽医专科","庞海东","18","15","50","3","35"
"11","诊室11","2026-02-04 00:00:00","2","4","星期三","中兽医专科","向雅頔","18","16","14","2","-2"
"2","诊室2","2026-02-04 00:00:00","2","4","星期三","外科","汪艺玮","27","20","17","7","-3"
"201","诊室12","2026-02-04 00:00:00","2","4","星期三","口腔科","朱军","18","17","19","1","2"
"206","诊室13","2026-02-04 00:00:00","2","4","星期三","外科","刘玥","18","15","18","3","3"
"207","诊室14","2026-02-04 00:00:00","2","4","星期三","猫科","杨文娟","18","16","17","2","1"
"208","诊室15","2026-02-04 00:00:00","2","4","星期三","皮肤科","何思婧","27","26","29","1","3"
"209","诊室16","2026-02-04 00:00:00","2","4","星期三","内科","陈艳云","18","16","23","2","7"
"210","诊室17","2026-02-04 00:00:00","2","4","星期三","预防医学","裴颖","40","13","13","27","0"
"211","诊室18","2026-02-04 00:00:00","2","4","星期三","内科","俞峰","20","17","18","3","1"
"3","诊室3","2026-02-04 00:00:00","2","4","星期三","外科","薛琴","18","17","17","1","0"
"4","诊室4","2026-02-04 00:00:00","2","4","星期三","外科","石磊","18","18","32","0","14"
"5","诊室5","2026-02-04 00:00:00","2","4","星期三","神经科","高健","18","16","17","2","1"
"6","诊室6","2026-02-04 00:00:00","2","4","星期三","内科","王璐","27","23","28","4","5"
"7","诊室7","2026-02-04 00:00:00","2","4","星期三","内科","刘波","18","17","21","1","4"
"8","诊室8","2026-02-04 00:00:00","2","4","星期三","内科","刘蕾","27","24","25","3","1"
"9","诊室9","2026-02-04 00:00:00","2","4","星期三","肿瘤科","李祎宇","18","17","24","1","7"
"1","诊室1","2026-02-05 00:00:00","2","5","星期四","外科","成安慰","18","14","12","4","-2"
"10","诊室10","2026-02-05 00:00:00","2","5","星期四","内科","陆梓杰","18","16","18","2","2"
"11","诊室11","2026-02-05 00:00:00","2","5","星期四","中兽医专科","钟沅","20","17","20","3","3"
"2","诊室2","2026-02-05 00:00:00","2","5","星期四","外科","胡瑭琦","27","23","25","4","2"
"201","诊室12","2026-02-05 00:00:00","2","5","星期四","眼科","李晶","18","17","20","1","3"
"206","诊室13","2026-02-05 00:00:00","2","5","星期四","外科","郑栋强","18","17","18","1","1"
"207","诊室14","2026-02-05 00:00:00","2","5","星期四","猫科","王思莹","18","18","20","0","2"
"208","诊室15","2026-02-05 00:00:00","2","5","星期四","皮肤科","胡燕丽","27","23","34","4","11"
"209","诊室16","2026-02-05 00:00:00","2","5","星期四","内科","孙艳争","18","14","13","4","-1"
"210","诊室17","2026-02-05 00:00:00","2","5","星期四","预防医学","徐焕明","40","11","11","29","0"
"211","诊室18","2026-02-05 00:00:00","2","5","星期四","内科","史婉婷","12","12","14","0","2"
"3","诊室3","2026-02-05 00:00:00","2","5","星期四","外科","薛琴","18","14","12","4","-2"
"4","诊室4","2026-02-05 00:00:00","2","5","星期四","骨科","孙晓磊","26","25","31","1","6"
"5","诊室5","2026-02-05 00:00:00","2","5","星期四","神经科","张志轩","27","23","23","4","0"
"6","诊室6","2026-02-05 00:00:00","2","5","星期四","内科","黄薇","27","23","30","4","7"
"7","诊室7","2026-02-05 00:00:00","2","5","星期四","内科","刘小萍","18","16","32","2","16"
"8","诊室8","2026-02-05 00:00:00","2","5","星期四","内科","肖园","18","18","22","0","4"
"9","诊室9","2026-02-05 00:00:00","2","5","星期四","肿瘤科","李祎宇","27","24","27","3","3"
"1","诊室1","2026-02-06 00:00:00","2","6","星期五","外科","庞茉","27","23","25","4","2"
"10","诊室10","2026-02-06 00:00:00","2","6","星期五","内科","张海霞","18","15","16","3","1"
"11","诊室11","2026-02-06 00:00:00","2","6","星期五","中兽医专科","向雅頔","18","16","17","2","1"
"2","诊室2","2026-02-06 00:00:00","2","6","星期五","外科","钟友刚","18","11","11","7","0"
"201","诊室12","2026-02-06 00:00:00","2","6","星期五","外科","李艺","27","22","23","5","1"
"206","诊室13","2026-02-06 00:00:00","2","6","星期五","内科","王丽丽","18","15","13","3","-2"
"207","诊室14","2026-02-06 00:00:00","2","6","星期五","猫科","陈艳云","18","17","23","1","6"
"208","诊室15","2026-02-06 00:00:00","2","6","星期五","皮肤科","林嘉宝","27","25","25","2","0"
"209","诊室16","2026-02-06 00:00:00","2","6","星期五","内科","吕艳丽","18","16","13","2","-3"
"210","诊室17","2026-02-06 00:00:00","2","6","星期五","预防医学","张旭銮","40","9","9","31","0"
"3","诊室3","2026-02-06 00:00:00","2","6","星期五","外科","季玲西","18","13","12","5","-1"
"4","诊室4","2026-02-06 00:00:00","2","6","星期五","外科","李慧","18","14","14","4","0"
"5","诊室5","2026-02-06 00:00:00","2","6","星期五","神经科","周雪影","18","15","17","3","2"
"6","诊室6","2026-02-06 00:00:00","2","6","星期五","内科","张琼","27","25","24","2","-1"
"7","诊室7","2026-02-06 00:00:00","2","6","星期五","内科","刘小萍","18","15","25","3","10"
"8","诊室8","2026-02-06 00:00:00","2","6","星期五","内科","蒋玉洁","27","23","30","4","7"
"9","诊室9","2026-02-06 00:00:00","2","6","星期五","肿瘤科","董军","18","14","19","4","5"
"1","诊室1","2026-02-07 00:00:00","2","7","星期六","外科","张晗","27","23","22","4","-1"
"10","诊室10","2026-02-07 00:00:00","2","7","星期六","内科","张海霞","27","22","22","5","0"
"11","诊室11","2026-02-07 00:00:00","2","7","星期六","中兽医专科","庞海东","27","22","92","5","70"
"2","诊室2","2026-02-07 00:00:00","2","7","星期六","外科","石昊","27","25","25","2","0"
"201","诊室12","2026-02-07 00:00:00","2","7","星期六","眼科","刘玥","27","24","26","3","2"
"206","诊室13","2026-02-07 00:00:00","2","7","星期六","外科","郝逸冰","27","25","21","2","-4"
"207","诊室14","2026-02-07 00:00:00","2","7","星期六","猫科","黄薇","27","25","31","2","6"
"208","诊室15","2026-02-07 00:00:00","2","7","星期六","皮肤科","李娜","6","6","8","0","2"
"208","诊室15","2026-02-07 00:00:00","2","7","星期六","皮肤科","林嘉宝","18","17","26","1","9"
"210","诊室17","2026-02-07 00:00:00","2","7","星期六","预防医学","尚德智","40","14","14","26","0"
"211","诊室18","2026-02-07 00:00:00","2","7","星期六","预防医学","龚炯舟","32","20","19","12","-1"
"3","诊室3","2026-02-07 00:00:00","2","7","星期六","外科","薛琴","18","18","21","0","3"
"4","诊室4","2026-02-07 00:00:00","2","7","星期六","外科","胡瑭琦","27","26","32","1","6"
"5","诊室5","2026-02-07 00:00:00","2","7","星期六","神经科","周雪影","27","26","31","1","5"
"6","诊室6","2026-02-07 00:00:00","2","7","星期六","内科","王璐","27","24","30","3","6"
"7","诊室7","2026-02-07 00:00:00","2","7","星期六","内科","王思莹","27","24","31","3","7"
"8","诊室8","2026-02-07 00:00:00","2","7","星期六","心脏科","陆梓杰","27","26","34","1","8"
"9","诊室9","2026-02-07 00:00:00","2","7","星期六","肿瘤科","董军","27","26","32","1","6"
"1","诊室1","2026-02-08 00:00:00","2","8","星期日","口腔科","郑栋强","27","24","27","3","3"
"10","诊室10","2026-02-08 00:00:00","2","8","星期日","内科","杨文娟","27","25","23","2","-2"
"11","诊室11","2026-02-08 00:00:00","2","8","星期日","中兽医专科","钟沅","29","26","25","3","-1"
"2","诊室2","2026-02-08 00:00:00","2","8","星期日","外科","李晶","27","26","38","1","12"
"207","诊室14","2026-02-08 00:00:00","2","8","星期日","猫科","张琼","27","25","36","2","11"
"208","诊室15","2026-02-08 00:00:00","2","8","星期日","皮肤科","刘钢","27","24","31","3","7"
"210","诊室17","2026-02-08 00:00:00","2","8","星期日","预防医学","黎倩岚","40","32","36","8","4"
"211","诊室18","2026-02-08 00:00:00","2","8","星期日","预防医学","史婉婷","32","24","19","8","-5"
"3","诊室3","2026-02-08 00:00:00","2","8","星期日","外科","吕迪","27","24","30","3","6"
"4","诊室4","2026-02-08 00:00:00","2","8","星期日","骨科","关珊","27","26","32","1","6"
"5","诊室5","2026-02-08 00:00:00","2","8","星期日","神经科","阮丽","25","22","23","3","1"
"6","诊室6","2026-02-08 00:00:00","2","8","星期日","内科","邝怡","27","23","27","4","4"
"7","诊室7","2026-02-08 00:00:00","2","8","星期日","内科","田一男","27","22","30","5","8"
"8","诊室8","2026-02-08 00:00:00","2","8","星期日","心脏科","肖园","27","25","31","2","6"
"9","诊室9","2026-02-08 00:00:00","2","8","星期日","肿瘤科","李格宾","27","19","66","8","47"
"1","诊室1","2026-02-09 00:00:00","2","9","星期一","外科","石昊","18","12","12","6","0"
"10","诊室10","2026-02-09 00:00:00","2","9","星期一","中兽医专科","庞海东","18","18","54","0","36"
"11","诊室11","2026-02-09 00:00:00","2","9","星期一","中兽医专科","胡宇声","26","24","58","2","34"
"2","诊室2","2026-02-09 00:00:00","2","9","星期一","外科","季玲西","27","21","17","6","-4"
"201","诊室12","2026-02-09 00:00:00","2","9","星期一","眼科","李晶","18","17","23","1","6"
"206","诊室13","2026-02-09 00:00:00","2","9","星期一","外科","李慧","27","25","26","2","1"
"207","诊室14","2026-02-09 00:00:00","2","9","星期一","内科","刘小萍","18","15","34","3","19"
"208","诊室15","2026-02-09 00:00:00","2","9","星期一","皮肤科","胡燕丽","27","27","29","0","2"
"209","诊室16","2026-02-09 00:00:00","2","9","星期一","中兽医专科","范开","18","8","5","10","-3"
"210","诊室17","2026-02-09 00:00:00","2","9","星期一","预防医学","雷舒婷","40","24","24","16","0"
"211","诊室18","2026-02-09 00:00:00","2","9","星期一","内科","俞峰","20","17","19","3","2"
"3","诊室3","2026-02-09 00:00:00","2","9","星期一","外科","薛琴","18","14","11","4","-3"
"4","诊室4","2026-02-09 00:00:00","2","9","星期一","骨科","袁占奎","17","17","20","0","3"
"5","诊室5","2026-02-09 00:00:00","2","9","星期一","神经科","高健","18","18","19","0","1"
"6","诊室6","2026-02-09 00:00:00","2","9","星期一","内科","黄薇","27","25","31","2","6"
"7","诊室7","2026-02-09 00:00:00","2","9","星期一","内科","吴璇","18","16","20","2","4"
"8","诊室8","2026-02-09 00:00:00","2","9","星期一","心脏科","肖园","18","17","26","1","9"
"9","诊室9","2026-02-09 00:00:00","2","9","星期一","肿瘤科","彭雨佳","18","18","27","0","9"
"1","诊室1","2026-02-10 00:00:00","2","10","星期二","外科","李艺","18","18","18","0","0"
"10","诊室10","2026-02-10 00:00:00","2","10","星期二","中兽医专科","庞海东","18","18","64","0","46"
"11","诊室11","2026-02-10 00:00:00","2","10","星期二","中兽医专科","林如莹","21","18","20","3","2"
"2","诊室2","2026-02-10 00:00:00","2","10","星期二","外科","石昊","18","16","15","2","-1"
"201","诊室12","2026-02-10 00:00:00","2","10","星期二","眼科","刘玥","18","17","19","1","2"
"206","诊室13","2026-02-10 00:00:00","2","10","星期二","外科","郝逸冰","27","25","25","2","0"
"207","诊室14","2026-02-10 00:00:00","2","10","星期二","内科","陈艳云","18","16","26","2","10"
"208","诊室15","2026-02-10 00:00:00","2","10","星期二","皮肤科","李娜","6","4","4","2","0"
"208","诊室15","2026-02-10 00:00:00","2","10","星期二","皮肤科","林嘉宝","18","17","14","1","-3"
"209","诊室16","2026-02-10 00:00:00","2","10","星期二","内科","孙艳争","18","17","22","1","5"
"210","诊室17","2026-02-10 00:00:00","2","10","星期二","预防医学","付钶钇","40","23","18","17","-5"
"211","诊室18","2026-02-10 00:00:00","2","10","星期二","肿瘤科","王丽丽","18","18","18","0","0"
"3","诊室3","2026-02-10 00:00:00","2","10","星期二","外科","薛琴","18","14","13","4","-1"
