"房间号","诊室","日期","月","日","星期","专科","医生","放号数","预约数","总接诊数","线上空号数","线下加号数"
"4","诊室4","2026-02-10 00:00:00","2","10","星期二","骨科","孙晓磊","27","23","24","4","1"
"5","诊室5","2026-02-10 00:00:00","2","10","星期二","神经科","阮丽","16","14","16","2","2"
"6","诊室6","2026-02-10 00:00:00","2","10","星期二","内科","张琼","27","25","36","2","11"
"7","诊室7","2026-02-10 00:00:00","2","10","星期二","内科","刘小萍","18","13","25","5","12"
"8","诊室8","2026-02-10 00:00:00","2","10","星期二","内科","陆梓杰","18","16","27","2","11"
"9","诊室9","2026-02-10 00:00:00","2","10","星期二","肿瘤科","彭雨佳","27","24","33","3","9"
"1","诊室1","2026-02-11 00:00:00","2","11","星期三","外科","成安慰","18","14","16","4","2"
"10","诊室10","2026-02-11 00:00:00","2","11","星期三","内科","陆梓杰","27","25","28","2","3"
"11","诊室11","2026-02-11 00:00:00","2","11","星期三","中兽医专科","向雅頔","27","21","24","6","3"
"2","诊室2","2026-02-11 00:00:00","2","11","星期三","外科","汪艺玮","27","25","24","2","-1"
"201","诊室12","2026-02-11 00:00:00","2","11","星期三","口腔科","郑栋强","27","25","26","2","1"
"206","诊室13","2026-02-11 00:00:00","2","11","星期三","肿瘤科","王丽丽","18","15","13","3","-2"
"207","诊室14","2026-02-11 00:00:00","2","11","星期三","内科","陈艳云","18","17","21","1","4"
"208","诊室15","2026-02-11 00:00:00","2","11","星期三","皮肤科","何思婧","27","25","27","2","2"
"209","诊室16","2026-02-11 00:00:00","2","11","星期三","内科","孙艳争","18","17","20","1","3"
"210","诊室17","2026-02-11 00:00:00","2","11","星期三","预防医学","杨夷鸿","40","25","24","15","-1"
"211","诊室18","2026-02-11 00:00:00","2","11","星期三","外科","刘玥","18","18","24","0","6"
"3","诊室3","2026-02-11 00:00:00","2","11","星期三","外科","孙晓磊","18","16","21","2","5"
"4","诊室4","2026-02-11 00:00:00","2","11","星期三","外科","石磊","18","16","23","2","7"
"5","诊室5","2026-02-11 00:00:00","2","11","星期三","神经科","高健","18","13","22","5","9"
"6","诊室6","2026-02-11 00:00:00","2","11","星期三","内科","王璐","18","15","21","3","6"
"7","诊室7","2026-02-11 00:00:00","2","11","星期三","内科","张海霞","18","16","21","2","5"
"8","诊室8","2026-02-11 00:00:00","2","11","星期三","内科","刘蕾","18","18","19","0","1"
"9","诊室9","2026-02-11 00:00:00","2","11","星期三","肿瘤科","李祎宇","18","17","29","1","12"
"1","诊室1","2026-02-12 00:00:00","2","12","星期四","外科","吕迪","27","15","14","12","-1"
"10","诊室10","2026-02-12 00:00:00","2","12","星期四","中兽医专科","丛心宇","18","11","12","7","1"
"11","诊室11","2026-02-12 00:00:00","2","12","星期四","中兽医专科","钟沅","20","13","10","7","-3"
"2","诊室2","2026-02-12 00:00:00","2","12","星期四","外科","季玲西","18","12","11","6","-1"
"201","诊室12","2026-02-12 00:00:00","2","12","星期四","眼科","胡瑭琦","27","24","29","3","5"
"206","诊室13","2026-02-12 00:00:00","2","12","星期四","外科","张晗","18","11","11","7","0"
"207","诊室14","2026-02-12 00:00:00","2","12","星期四","猫科","杨文娟","18","17","13","1","-4"
"208","诊室15","2026-02-12 00:00:00","2","12","星期四","皮肤科","胡燕丽","27","25","30","2","5"
"209","诊室16","2026-02-12 00:00:00","2","12","星期四","内科","吕艳丽","18","14","14","4","0"
"210","诊室17","2026-02-12 00:00:00","2","12","星期四","预防医学","尚德智","40","15","14","25","-1"
"211","诊室18","2026-02-12 00:00:00","2","12","星期四","内科","张馨月","18","13","13","5","0"
"3","诊室3","2026-02-12 00:00:00","2","12","星期四","外科","关珊","18","13","13","5","0"
"4","诊室4","2026-02-12 00:00:00","2","12","星期四","骨科","袁占奎","17","15","19","2","4"
"5","诊室5","2026-02-12 00:00:00","2","12","星期四","神经科","张志轩","18","16","19","2","3"
"6","诊室6","2026-02-12 00:00:00","2","12","星期四","内科","黄薇","27","23","35","4","12"
"7","诊室7","2026-02-12 00:00:00","2","12","星期四","内科","刘小萍","18","16","33","2","17"
"8","诊室8","2026-02-12 00:00:00","2","12","星期四","内科","肖园","18","17","35","1","18"
"9","诊室9","2026-02-12 00:00:00","2","12","星期四","肿瘤科","李祎宇","27","25","38","2","13"
"1","诊室1","2026-02-13 00:00:00","2","13","星期五","外科","关珊","27","24","29","3","5"
"10","诊室10","2026-02-13 00:00:00","2","13","星期五","中兽医专科","向雅頔","18","16","15","2","-1"
"11","诊室11","2026-02-13 00:00:00","2","13","星期五","中兽医专科","林如莹","21","20","21","1","1"
"2","诊室2","2026-02-13 00:00:00","2","13","星期五","外科","钟友刚","18","17","16","1","-1"
"201","诊室12","2026-02-13 00:00:00","2","13","星期五","眼科","庞茉","27","25","33","2","8"
"206","诊室13","2026-02-13 00:00:00","2","13","星期五","内科","孙艳争","18","17","18","1","1"
"207","诊室14","2026-02-13 00:00:00","2","13","星期五","猫科","陈艳云","18","18","29","0","11"
"208","诊室15","2026-02-13 00:00:00","2","13","星期五","皮肤科","林嘉宝","27","26","29","1","3"
"209","诊室16","2026-02-13 00:00:00","2","13","星期五","内科","王帅玉","18","14","11","4","-3"
"210","诊室17","2026-02-13 00:00:00","2","13","星期五","预防医学","林翔宇","40","17","16","23","-1"
"3","诊室3","2026-02-13 00:00:00","2","13","星期五","外科","李慧","18","17","17","1","0"
"4","诊室4","2026-02-13 00:00:00","2","13","星期五","骨科","张彬","18","18","21","0","3"
"5","诊室5","2026-02-13 00:00:00","2","13","星期五","神经科","张志轩","18","16","16","2","0"
"6","诊室6","2026-02-13 00:00:00","2","13","星期五","内科","王思莹","27","25","24","2","-1"
"7","诊室7","2026-02-13 00:00:00","2","13","星期五","内科","张海霞","18","16","16","2","0"
"8","诊室8","2026-02-13 00:00:00","2","13","星期五","内科","蒋玉洁","27","21","34","6","13"
"9","诊室9","2026-02-13 00:00:00","2","13","星期五","内科","林婧","12","10","11","2","1"
"1","诊室1","2026-02-14 00:00:00","2","14","星期六","外科","张晗","13","12","13","1","1"
"10","诊室10","2026-02-14 00:00:00","2","14","星期六","内科","王帅玉","13","10","8","3","-2"
"11","诊室11","2026-02-14 00:00:00","2","14","星期六","中兽医专科","钟沅","13","11","12","2","1"
"2","诊室2","2026-02-14 00:00:00","2","14","星期六","外科","郝逸冰","13","12","16","1","4"
"208","诊室15","2026-02-14 00:00:00","2","14","星期六","皮肤科","张迪","12","10","22","2","12"
"210","诊室17","2026-02-14 00:00:00","2","14","星期六","预防医学","王安蕊","18","16","14","2","-2"
"3","诊室3","2026-02-14 00:00:00","2","14","星期六","外科","胡瑭琦","13","13","23","0","10"
"4","诊室4","2026-02-14 00:00:00","2","14","星期六","外科","张彬","13","11","10","2","-1"
"5","诊室5","2026-02-14 00:00:00","2","14","星期六","外科","吕迪","13","10","11","3","1"
"6","诊室6","2026-02-14 00:00:00","2","14","星期六","内科","王璐","13","12","17","1","5"
"7","诊室7","2026-02-14 00:00:00","2","14","星期六","内科","王思莹","13","11","14","2","3"
"8","诊室8","2026-02-14 00:00:00","2","14","星期六","内科","蒋玉洁","13","11","20","2","9"
"9","诊室9","2026-02-14 00:00:00","2","14","星期六","内科","黄薇","13","10","27","3","17"
"1","诊室1","2026-02-24 00:00:00","2","24","星期二","外科","李艺","27","27","29","0","2"
"10","诊室10","2026-02-24 00:00:00","2","24","星期二","内科","张馨月","25","18","21","7","3"
"11","诊室11","2026-02-24 00:00:00","2","24","星期二","中兽医专科","林如莹","21","18","20","3","2"
"2","诊室2","2026-02-24 00:00:00","2","24","星期二","外科","刘玥","18","17","23","1","6"
"201","诊室12","2026-02-24 00:00:00","2","24","星期二","眼科","李晶","18","17","22","1","5"
"207","诊室14","2026-02-24 00:00:00","2","24","星期二","内科","王丽丽","18","18","25","0","7"
"208","诊室15","2026-02-24 00:00:00","2","24","星期二","皮肤科","李娜","6","6","7","0","1"
"208","诊室15","2026-02-24 00:00:00","2","24","星期二","皮肤科","林嘉宝","18","15","22","3","7"
"209","诊室16","2026-02-24 00:00:00","2","24","星期二","内科","刘波","18","17","20","1","3"
"210","诊室17","2026-02-24 00:00:00","2","24","星期二","预防医学","刘煜萱","40","39","42","1","3"
"3","诊室3","2026-02-24 00:00:00","2","24","星期二","外科","汪艺玮","27","25","30","2","5"
"4","诊室4","2026-02-24 00:00:00","2","24","星期二","骨科","孙晓磊","18","17","23","1","6"
"5","诊室5","2026-02-24 00:00:00","2","24","星期二","神经科","阮丽","16","14","18","2","4"
"6","诊室6","2026-02-24 00:00:00","2","24","星期二","内科","吴璇","12","11","18","1","7"
"7","诊室7","2026-02-24 00:00:00","2","24","星期二","内科","陈艳云","18","16","35","2","19"
"8","诊室8","2026-02-24 00:00:00","2","24","星期二","内科","陆梓杰","18","13","27","5","14"
"9","诊室9","2026-02-24 00:00:00","2","24","星期二","肿瘤科","彭雨佳","27","26","48","1","22"
"1","诊室1","2026-02-25 00:00:00","2","25","星期三","外科","李晶","27","27","37","0","10"
"10","诊室10","2026-02-25 00:00:00","2","25","星期三","内科","刘波","18","15","19","3","4"
"11","诊室11","2026-02-25 00:00:00","2","25","星期三","中兽医专科","林如莹","21","16","24","5","8"
"2","诊室2","2026-02-25 00:00:00","2","25","星期三","外科","汪艺玮","18","16","19","2","3"
"201","诊室12","2026-02-25 00:00:00","2","25","星期三","口腔科","郑栋强","18","16","20","2","4"
"206","诊室13","2026-02-25 00:00:00","2","25","星期三","肿瘤科","王丽丽","18","18","25","0","7"
"207","诊室14","2026-02-25 00:00:00","2","25","星期三","内科","史婉婷","12","11","13","1","2"
"208","诊室15","2026-02-25 00:00:00","2","25","星期三","皮肤科","李娜","20","17","18","3","1"
"209","诊室16","2026-02-25 00:00:00","2","25","星期三","内科","刘小萍","18","17","34","1","17"
"210","诊室17","2026-02-25 00:00:00","2","25","星期三","预防医学","龚炯舟","40","23","15","17","-8"
"3","诊室3","2026-02-25 00:00:00","2","25","星期三","外科","薛琴","18","18","23","0","5"
"4","诊室4","2026-02-25 00:00:00","2","25","星期三","外科","孙晓磊","27","25","31","2","6"
"5","诊室5","2026-02-25 00:00:00","2","25","星期三","神经科","高健","18","15","25","3","10"
"6","诊室6","2026-02-25 00:00:00","2","25","星期三","内科","张琼","27","25","34","2","9"
"7","诊室7","2026-02-25 00:00:00","2","25","星期三","内科","陈艳云","18","17","26","1","9"
"8","诊室8","2026-02-25 00:00:00","2","25","星期三","内科","刘蕾","27","21","31","6","10"
"9","诊室9","2026-02-25 00:00:00","2","25","星期三","肿瘤科","李祎宇","18","17","24","1","7"
"1","诊室1","2026-02-26 00:00:00","2","26","星期四","外科","李艺","18","17","18","1","1"
"10","诊室10","2026-02-26 00:00:00","2","26","星期四","中兽医专科","丛心宇","18","17","18","1","1"
"11","诊室11","2026-02-26 00:00:00","2","26","星期四","中兽医专科","钟沅","20","14","14","6","0"
"2","诊室2","2026-02-26 00:00:00","2","26","星期四","外科","成安慰","18","17","18","1","1"
"201","诊室12","2026-02-26 00:00:00","2","26","星期四","眼科","刘玥","18","16","28","2","12"
"207","诊室14","2026-02-26 00:00:00","2","26","星期四","猫科","杨文娟","18","14","18","4","4"
"208","诊室15","2026-02-26 00:00:00","2","26","星期四","皮肤科","胡燕丽","27","25","36","2","11"
"209","诊室16","2026-02-26 00:00:00","2","26","星期四","内科","吕艳丽","18","18","18","0","0"
"210","诊室17","2026-02-26 00:00:00","2","26","星期四","预防医学","王安蕊","40","19","19","21","0"
"3","诊室3","2026-02-26 00:00:00","2","26","星期四","外科","薛琴","18","16","23","2","7"
"4","诊室4","2026-02-26 00:00:00","2","26","星期四","外科","郑栋强","27","25","28","2","3"
"5","诊室5","2026-02-26 00:00:00","2","26","星期四","神经科","张志轩","27","24","28","3","4"
"6","诊室6","2026-02-26 00:00:00","2","26","星期四","内科","刘波","18","15","22","3","7"
"7","诊室7","2026-02-26 00:00:00","2","26","星期四","内科","刘小萍","18","14","24","4","10"
"8","诊室8","2026-02-26 00:00:00","2","26","星期四","内科","肖园","27","25","42","2","17"
"9","诊室9","2026-02-26 00:00:00","2","26","星期四","肿瘤科","李祎宇","27","27","33","0","6"
"1","诊室1","2026-02-27 00:00:00","2","27","星期五","外科","石昊","18","17","18","1","1"
"10","诊室10","2026-02-27 00:00:00","2","27","星期五","中兽医专科","向雅頔","26","14","17","12","3"
"11","诊室11","2026-02-27 00:00:00","2","27","星期五","中兽医专科","林如莹","21","16","18","5","2"
"2","诊室2","2026-02-27 00:00:00","2","27","星期五","外科","钟友刚","18","18","17","0","-1"
"201","诊室12","2026-02-27 00:00:00","2","27","星期五","口腔科","郝逸冰","18","17","20","1","3"
"206","诊室13","2026-02-27 00:00:00","2","27","星期五","外科","胡瑭琦","27","27","34","0","7"
"207","诊室14","2026-02-27 00:00:00","2","27","星期五","猫科","陈艳云","18","18","24","0","6"
"208","诊室15","2026-02-27 00:00:00","2","27","星期五","皮肤科","林嘉宝","27","26","26","1","0"
"209","诊室16","2026-02-27 00:00:00","2","27","星期五","内科","孙艳争","18","16","19","2","3"
"210","诊室17","2026-02-27 00:00:00","2","27","星期五","预防医学","梁雾滢","40","17","12","23","-5"
"3","诊室3","2026-02-27 00:00:00","2","27","星期五","外科","李慧","27","27","29","0","2"
"4","诊室4","2026-02-27 00:00:00","2","27","星期五","骨科","关珊","18","17","20","1","3"
"5","诊室5","2026-02-27 00:00:00","2","27","星期五","神经科","周雪影","18","17","20","1","3"
"6","诊室6","2026-02-27 00:00:00","2","27","星期五","内科","黄薇","18","15","23","3","8"
"7","诊室7","2026-02-27 00:00:00","2","27","星期五","内科","张海霞","18","16","21","2","5"
"8","诊室8","2026-02-27 00:00:00","2","27","星期五","内科","蒋玉洁","27","25","35","2","10"
"9","诊室9","2026-02-27 00:00:00","2","27","星期五","肿瘤科","董军","18","18","26","0","8"
"1","诊室1","2026-02-28 00:00:00","2","28","星期六","外科","郝逸冰","27","26","26","1","0"
"10","诊室10","2026-02-28 00:00:00","2","28","星期六","中兽医专科","林珈好","28","23","24","5","1"
"11","诊室11","2026-02-28 00:00:00","2","28","星期六","中兽医专科","庞海东","18","15","63","3","48"
"2","诊室2","2026-02-28 00:00:00","2","28","星期六","外科","季玲西","27","26","23","1","-3"
"201","诊室12","2026-02-28 00:00:00","2","28","星期六","眼科","庞茉","18","18","28","0","10"
"206","诊室13","2026-02-28 00:00:00","2","28","星期六","外科","吕迪","19","19","18","0","-1"
"207","诊室14","2026-02-28 00:00:00","2","28","星期六","猫科","黄薇","18","17","22","1","5"
"208","诊室15","2026-02-28 00:00:00","2","28","星期六","皮肤科","李娜","6","6","8","0","2"
"208","诊室15","2026-02-28 00:00:00","2","28","星期六","皮肤科","张迪","18","18","28","0","10"
"209","诊室16","2026-02-28 00:00:00","2","28","星期六","内科","王帅玉","19","18","11","1","-7"
"210","诊室17","2026-02-28 00:00:00","2","28","星期六","预防医学","裴颖","40","20","22","20","2"
"3","诊室3","2026-02-28 00:00:00","2","28","星期六","外科","薛琴","18","16","17","2","1"
"4","诊室4","2026-02-28 00:00:00","2","28","星期六","骨科","张彬","18","16","26","2","10"
"5","诊室5","2026-02-28 00:00:00","2","28","星期六","神经科","周雪影","18","17","20","1","3"
"6","诊室6","2026-02-28 00:00:00","2","28","星期六","内科","王璐","28","27","33","1","6"
"7","诊室7","2026-02-28 00:00:00","2","28","星期六","内科","王思莹","27","23","30","4","7"
"8","诊室8","2026-02-28 00:00:00","2","28","星期六","心脏科","陆梓杰","18","17","28","1","11"
"9","诊室9","2026-02-28 00:00:00","2","28","星期六","肿瘤科","董军","18","15","27","3","12"
"1","诊室1","2026-03-01 00:00:00","3","1","星期日","外科","张晗","27","26","27","1","1"
